time,mode,mode_name,ok,sign,exp,denorm,nan,inf,range,error
9493000,5,exprange,1,0,128,0,0,0,1,0
9495000,5,exprange,1,0,126,0,0,0,1,0
9497000,5,exprange,1,1,125,0,0,0,1,0
9499000,5,exprange,1,0,130,0,0,0,1,0
9501000,5,exprange,1,1,129,0,0,0,1,0
9503000,5,exprange,1,0,125,0,0,0,1,0
9505000,5,exprange,1,0,127,0,0,0,1,0
9507000,5,exprange,1,0,125,0,0,0,1,0
9509000,5,exprange,1,0,128,0,0,0,1,0
9511000,5,exprange,1,0,132,0,0,0,1,0
9513000,5,exprange,1,1,129,0,0,0,1,0
9515000,5,exprange,1,1,129,0,0,0,1,0
9517000,5,exprange,1,1,126,0,0,0,1,0
9519000,5,exprange,1,0,130,0,0,0,1,0
9521000,5,exprange,1,0,127,0,0,0,1,0
9523000,5,exprange,1,1,124,0,0,0,1,0
9525000,5,exprange,1,1,130,0,0,0,1,0
9527000,5,exprange,1,0,126,0,0,0,1,0
9529000,5,exprange,1,1,126,0,0,0,1,0
9531000,5,exprange,1,0,124,0,0,0,1,0
9533000,5,exprange,1,0,126,0,0,0,1,0
9535000,5,exprange,1,1,130,0,0,0,1,0
9537000,5,exprange,1,0,131,0,0,0,1,0
9539000,5,exprange,1,0,130,0,0,0,1,0
9541000,5,exprange,1,0,125,0,0,0,1,0
9543000,5,exprange,1,0,131,0,0,0,1,0
9545000,5,exprange,1,1,127,0,0,0,1,0
9547000,5,exprange,1,1,126,0,0,0,1,0
9549000,5,exprange,1,1,125,0,0,0,1,0
9551000,5,exprange,1,0,132,0,0,0,1,0
9553000,5,exprange,1,0,129,0,0,0,1,0
9555000,5,exprange,1,1,129,0,0,0,1,0
9557000,5,exprange,1,0,125,0,0,0,1,0
9559000,5,exprange,1,1,126,0,0,0,1,0
9561000,5,exprange,1,1,124,0,0,0,1,0
9563000,5,exprange,1,0,128,0,0,0,1,0
9565000,5,exprange,1,0,131,0,0,0,1,0
9567000,5,exprange,1,1,126,0,0,0,1,0
9569000,5,exprange,1,0,126,0,0,0,1,0
9571000,5,exprange,1,1,127,0,0,0,1,0
9573000,5,exprange,1,0,129,0,0,0,1,0
9575000,5,exprange,1,0,125,0,0,0,1,0
9577000,5,exprange,1,1,130,0,0,0,1,0
9579000,5,exprange,1,1,131,0,0,0,1,0
9581000,5,exprange,1,1,124,0,0,0,1,0
9583000,5,exprange,1,0,131,0,0,0,1,0
9585000,5,exprange,1,1,129,0,0,0,1,0
9587000,5,exprange,1,1,132,0,0,0,1,0
9589000,5,exprange,1,0,125,0,0,0,1,0
9591000,5,exprange,1,1,127,0,0,0,1,0
9593000,5,exprange,1,1,127,0,0,0,1,0
9595000,5,exprange,1,0,125,0,0,0,1,0
9597000,5,exprange,1,1,132,0,0,0,1,0
9599000,5,exprange,1,0,128,0,0,0,1,0
9601000,5,exprange,1,0,128,0,0,0,1,0
9603000,5,exprange,1,0,125,0,0,0,1,0
9605000,5,exprange,1,0,125,0,0,0,1,0
9607000,5,exprange,1,1,126,0,0,0,1,0
9609000,5,exprange,1,1,131,0,0,0,1,0
9611000,5,exprange,1,0,126,0,0,0,1,0
9613000,5,exprange,1,0,128,0,0,0,1,0
9615000,5,exprange,1,1,127,0,0,0,1,0
9617000,5,exprange,1,0,126,0,0,0,1,0
9619000,5,exprange,1,1,130,0,0,0,1,0
9621000,5,exprange,1,0,127,0,0,0,1,0
9623000,5,exprange,1,1,131,0,0,0,1,0
9625000,5,exprange,1,1,129,0,0,0,1,0
9627000,5,exprange,1,1,130,0,0,0,1,0
9629000,5,exprange,1,0,131,0,0,0,1,0
9631000,5,exprange,1,1,126,0,0,0,1,0
9633000,5,exprange,1,1,125,0,0,0,1,0
9635000,5,exprange,1,1,132,0,0,0,1,0
9637000,5,exprange,1,1,125,0,0,0,1,0
9639000,5,exprange,1,0,130,0,0,0,1,0
9641000,5,exprange,1,0,132,0,0,0,1,0
9643000,5,exprange,1,0,127,0,0,0,1,0
9645000,5,exprange,1,0,124,0,0,0,1,0
9647000,5,exprange,1,0,125,0,0,0,1,0
9649000,5,exprange,1,1,127,0,0,0,1,0
9651000,5,exprange,1,1,129,0,0,0,1,0
9653000,5,exprange,1,1,127,0,0,0,1,0
9655000,5,exprange,1,1,125,0,0,0,1,0
9657000,5,exprange,1,1,131,0,0,0,1,0
9659000,5,exprange,1,0,132,0,0,0,1,0
9661000,5,exprange,1,0,130,0,0,0,1,0
9663000,5,exprange,1,0,125,0,0,0,1,0
9665000,5,exprange,1,0,127,0,0,0,1,0
9667000,5,exprange,1,1,127,0,0,0,1,0
9669000,5,exprange,1,1,125,0,0,0,1,0
9671000,5,exprange,1,0,129,0,0,0,1,0
9673000,5,exprange,1,1,124,0,0,0,1,0
9675000,5,exprange,1,1,124,0,0,0,1,0
9677000,5,exprange,1,0,129,0,0,0,1,0
9679000,5,exprange,1,1,124,0,0,0,1,0
9681000,5,exprange,1,1,132,0,0,0,1,0
9683000,5,exprange,1,1,130,0,0,0,1,0
9685000,5,exprange,1,1,125,0,0,0,1,0
9687000,5,exprange,1,0,126,0,0,0,1,0
9689000,5,exprange,1,0,131,0,0,0,1,0
9691000,5,exprange,1,0,131,0,0,0,1,0
9693000,5,exprange,1,0,130,0,0,0,1,0
9695000,5,exprange,1,1,129,0,0,0,1,0
9697000,5,exprange,1,0,132,0,0,0,1,0
9699000,5,exprange,1,0,124,0,0,0,1,0
9701000,5,exprange,1,1,129,0,0,0,1,0
9703000,5,exprange,1,0,131,0,0,0,1,0
9705000,5,exprange,1,1,131,0,0,0,1,0
9707000,5,exprange,1,1,125,0,0,0,1,0
9709000,5,exprange,1,0,124,0,0,0,1,0
9711000,5,exprange,1,0,128,0,0,0,1,0
9713000,5,exprange,1,1,127,0,0,0,1,0
9715000,5,exprange,1,1,131,0,0,0,1,0
9717000,5,exprange,1,0,126,0,0,0,1,0
9719000,5,exprange,1,1,131,0,0,0,1,0
9721000,5,exprange,1,0,129,0,0,0,1,0
9723000,5,exprange,1,1,125,0,0,0,1,0
9725000,5,exprange,1,1,128,0,0,0,1,0
9727000,5,exprange,1,1,128,0,0,0,1,0
9729000,5,exprange,1,1,132,0,0,0,1,0
9731000,5,exprange,1,0,128,0,0,0,1,0
9733000,5,exprange,1,1,128,0,0,0,1,0
9735000,5,exprange,1,1,128,0,0,0,1,0
9737000,5,exprange,1,0,128,0,0,0,1,0
9739000,5,exprange,1,0,124,0,0,0,1,0
9741000,5,exprange,1,1,131,0,0,0,1,0
9743000,5,exprange,1,1,131,0,0,0,1,0
9745000,5,exprange,1,0,130,0,0,0,1,0
9747000,5,exprange,1,0,129,0,0,0,1,0
9749000,5,exprange,1,0,126,0,0,0,1,0
9751000,5,exprange,1,1,128,0,0,0,1,0
9753000,5,exprange,1,1,125,0,0,0,1,0
9755000,5,exprange,1,0,126,0,0,0,1,0
9757000,5,exprange,1,0,124,0,0,0,1,0
9759000,5,exprange,1,0,126,0,0,0,1,0
9761000,5,exprange,1,0,130,0,0,0,1,0
9763000,5,exprange,1,1,124,0,0,0,1,0
9765000,5,exprange,1,0,129,0,0,0,1,0
9767000,5,exprange,1,0,125,0,0,0,1,0
9769000,5,exprange,1,1,131,0,0,0,1,0
9771000,5,exprange,1,1,132,0,0,0,1,0
9773000,5,exprange,1,0,128,0,0,0,1,0
9775000,5,exprange,1,0,127,0,0,0,1,0
9777000,5,exprange,1,0,127,0,0,0,1,0
9779000,5,exprange,1,0,131,0,0,0,1,0
9781000,5,exprange,1,0,125,0,0,0,1,0
9783000,5,exprange,1,1,130,0,0,0,1,0
9785000,5,exprange,1,1,129,0,0,0,1,0
9787000,5,exprange,1,0,128,0,0,0,1,0
9789000,5,exprange,1,0,129,0,0,0,1,0
9791000,5,exprange,1,1,130,0,0,0,1,0
9793000,5,exprange,1,0,130,0,0,0,1,0
9795000,5,exprange,1,1,126,0,0,0,1,0
9797000,5,exprange,1,0,124,0,0,0,1,0
9799000,5,exprange,1,0,132,0,0,0,1,0
9801000,5,exprange,1,1,128,0,0,0,1,0
9803000,5,exprange,1,1,130,0,0,0,1,0
9805000,5,exprange,1,1,127,0,0,0,1,0
9807000,5,exprange,1,1,132,0,0,0,1,0
9809000,5,exprange,1,0,130,0,0,0,1,0
9811000,5,exprange,1,1,132,0,0,0,1,0
9813000,5,exprange,1,0,126,0,0,0,1,0
9815000,5,exprange,1,0,128,0,0,0,1,0
9817000,5,exprange,1,0,131,0,0,0,1,0
9819000,5,exprange,1,1,125,0,0,0,1,0
9821000,5,exprange,1,0,124,0,0,0,1,0
9823000,5,exprange,1,0,131,0,0,0,1,0
9825000,5,exprange,1,1,132,0,0,0,1,0
9827000,5,exprange,1,1,131,0,0,0,1,0
9829000,5,exprange,1,1,126,0,0,0,1,0
9831000,5,exprange,1,0,132,0,0,0,1,0
9833000,5,exprange,1,0,128,0,0,0,1,0
9835000,5,exprange,1,0,130,0,0,0,1,0
9837000,5,exprange,1,0,127,0,0,0,1,0
9839000,5,exprange,1,0,130,0,0,0,1,0
9841000,5,exprange,1,0,125,0,0,0,1,0
9843000,5,exprange,1,1,132,0,0,0,1,0
9845000,5,exprange,1,0,127,0,0,0,1,0
9847000,5,exprange,1,1,130,0,0,0,1,0
9849000,5,exprange,1,1,129,0,0,0,1,0
9851000,5,exprange,1,1,127,0,0,0,1,0
9853000,5,exprange,1,1,126,0,0,0,1,0
9855000,5,exprange,1,1,129,0,0,0,1,0
9857000,5,exprange,1,0,125,0,0,0,1,0
9859000,5,exprange,1,1,125,0,0,0,1,0
9861000,5,exprange,1,1,126,0,0,0,1,0
9863000,5,exprange,1,1,131,0,0,0,1,0
9865000,5,exprange,1,1,132,0,0,0,1,0
9867000,5,exprange,1,1,132,0,0,0,1,0
9869000,5,exprange,1,0,124,0,0,0,1,0
9871000,5,exprange,1,0,131,0,0,0,1,0
9873000,5,exprange,1,0,124,0,0,0,1,0
9875000,5,exprange,1,0,128,0,0,0,1,0
9877000,5,exprange,1,1,129,0,0,0,1,0
9879000,5,exprange,1,0,130,0,0,0,1,0
9881000,5,exprange,1,0,127,0,0,0,1,0
9883000,5,exprange,1,1,127,0,0,0,1,0
9885000,5,exprange,1,0,131,0,0,0,1,0
9887000,5,exprange,1,1,128,0,0,0,1,0
9889000,5,exprange,1,0,126,0,0,0,1,0
9891000,5,exprange,1,0,131,0,0,0,1,0
9893000,5,exprange,1,1,125,0,0,0,1,0
9895000,5,exprange,1,0,127,0,0,0,1,0
9897000,5,exprange,1,0,125,0,0,0,1,0
9899000,5,exprange,1,1,124,0,0,0,1,0
9901000,5,exprange,1,0,125,0,0,0,1,0
9903000,5,exprange,1,1,131,0,0,0,1,0
9905000,5,exprange,1,1,125,0,0,0,1,0
9907000,5,exprange,1,1,126,0,0,0,1,0
9909000,5,exprange,1,1,125,0,0,0,1,0
9911000,5,exprange,1,0,130,0,0,0,1,0
9913000,5,exprange,1,1,127,0,0,0,1,0
9915000,5,exprange,1,1,128,0,0,0,1,0
9917000,5,exprange,1,1,124,0,0,0,1,0
9919000,5,exprange,1,0,130,0,0,0,1,0
9921000,5,exprange,1,1,132,0,0,0,1,0
9923000,5,exprange,1,0,124,0,0,0,1,0
9925000,5,exprange,1,0,124,0,0,0,1,0
9927000,5,exprange,1,0,132,0,0,0,1,0
9929000,5,exprange,1,0,129,0,0,0,1,0
9931000,5,exprange,1,1,132,0,0,0,1,0
9933000,5,exprange,1,1,124,0,0,0,1,0
9935000,5,exprange,1,0,124,0,0,0,1,0
9937000,5,exprange,1,1,127,0,0,0,1,0
9939000,5,exprange,1,0,125,0,0,0,1,0
9941000,5,exprange,1,1,129,0,0,0,1,0
9943000,5,exprange,1,1,124,0,0,0,1,0
9945000,5,exprange,1,0,126,0,0,0,1,0
9947000,5,exprange,1,0,131,0,0,0,1,0
9949000,5,exprange,1,0,130,0,0,0,1,0
9951000,5,exprange,1,0,126,0,0,0,1,0
9953000,5,exprange,1,1,131,0,0,0,1,0
9955000,5,exprange,1,0,129,0,0,0,1,0
9957000,5,exprange,1,0,131,0,0,0,1,0
9959000,5,exprange,1,1,127,0,0,0,1,0
9961000,5,exprange,1,0,130,0,0,0,1,0
9963000,5,exprange,1,0,125,0,0,0,1,0
9965000,5,exprange,1,1,130,0,0,0,1,0
9967000,5,exprange,1,1,129,0,0,0,1,0
9969000,5,exprange,1,1,126,0,0,0,1,0
9971000,5,exprange,1,1,131,0,0,0,1,0
9973000,5,exprange,1,0,125,0,0,0,1,0
9975000,5,exprange,1,1,128,0,0,0,1,0
9977000,5,exprange,1,0,125,0,0,0,1,0
9979000,5,exprange,1,0,125,0,0,0,1,0
9981000,5,exprange,1,1,129,0,0,0,1,0
9983000,5,exprange,1,1,124,0,0,0,1,0
9985000,5,exprange,1,0,128,0,0,0,1,0
9987000,5,exprange,1,0,126,0,0,0,1,0
9989000,5,exprange,1,0,127,0,0,0,1,0
9991000,5,exprange,1,1,129,0,0,0,1,0
9993000,5,exprange,1,0,126,0,0,0,1,0
9995000,5,exprange,1,1,126,0,0,0,1,0
9997000,5,exprange,1,1,128,0,0,0,1,0
9999000,5,exprange,1,1,129,0,0,0,1,0
10001000,5,exprange,1,0,132,0,0,0,1,0
10003000,5,exprange,1,1,125,0,0,0,1,0
10005000,5,exprange,1,0,125,0,0,0,1,0
10007000,5,exprange,1,1,125,0,0,0,1,0
10009000,6,combined,1,0,122,0,0,0,1,0
10011000,6,combined,1,1,124,0,0,0,1,0
10013000,6,combined,1,1,130,0,0,0,1,0
10015000,6,combined,1,1,121,0,0,0,1,0
10017000,6,combined,1,1,133,0,0,0,1,0
10019000,6,combined,1,1,133,0,0,0,1,0
10021000,6,combined,1,1,136,0,0,0,1,0
10023000,6,combined,1,1,132,0,0,0,1,0
10025000,6,combined,1,1,119,0,0,0,1,0
10027000,6,combined,1,1,134,0,0,0,1,0
10029000,6,combined,1,0,123,0,0,0,1,0
10031000,6,combined,1,0,128,0,0,0,1,0
10033000,6,combined,1,0,125,0,0,0,1,0
10035000,6,combined,1,0,123,0,0,0,1,0
10037000,6,combined,1,1,124,0,0,0,1,0
10039000,6,combined,1,1,118,0,0,0,1,0
10041000,6,combined,1,0,121,0,0,0,1,0
10043000,6,combined,1,0,124,0,0,0,1,0
10045000,6,combined,1,1,136,0,0,0,1,0
10047000,6,combined,1,0,118,0,0,0,1,0
10049000,6,combined,1,1,121,0,0,0,1,0
10051000,6,combined,1,0,136,0,0,0,1,0
10053000,6,combined,1,1,124,0,0,0,1,0
10055000,6,combined,1,0,135,0,0,0,1,0
10057000,6,combined,1,0,123,0,0,0,1,0
10059000,6,combined,1,1,125,0,0,0,1,0
10061000,6,combined,1,1,132,0,0,0,1,0
10063000,6,combined,1,0,126,0,0,0,1,0
10065000,6,combined,1,1,132,0,0,0,1,0
10067000,6,combined,1,1,118,0,0,0,1,0
10069000,6,combined,1,0,137,0,0,0,1,0
10071000,6,combined,1,1,117,0,0,0,1,0
10073000,6,combined,1,0,129,0,0,0,1,0
10075000,6,combined,1,1,137,0,0,0,1,0
10077000,6,combined,1,1,129,0,0,0,1,0
10079000,6,combined,1,0,133,0,0,0,1,0
10081000,6,combined,1,0,134,0,0,0,1,0
10083000,6,combined,1,0,119,0,0,0,1,0
10085000,6,combined,1,0,120,0,0,0,1,0
10087000,6,combined,1,1,128,0,0,0,1,0
10089000,6,combined,1,1,117,0,0,0,1,0
10091000,6,combined,1,1,133,0,0,0,1,0
10093000,6,combined,1,1,130,0,0,0,1,0
10095000,6,combined,1,1,126,0,0,0,1,0
10097000,6,combined,1,1,132,0,0,0,1,0
10099000,6,combined,1,1,122,0,0,0,1,0
10101000,6,combined,1,1,129,0,0,0,1,0
10103000,6,combined,1,1,132,0,0,0,1,0
10105000,6,combined,1,1,130,0,0,0,1,0
10107000,6,combined,1,1,128,0,0,0,1,0
10109000,6,combined,1,1,127,0,0,0,1,0
10111000,6,combined,1,0,131,0,0,0,1,0
10113000,6,combined,1,0,125,0,0,0,1,0
10115000,6,combined,1,1,125,0,0,0,1,0
10117000,6,combined,1,0,126,0,0,0,1,0
10119000,6,combined,1,1,135,0,0,0,1,0
10121000,6,combined,1,1,131,0,0,0,1,0
10123000,6,combined,1,1,125,0,0,0,1,0
10125000,6,combined,1,0,123,0,0,0,1,0
10127000,6,combined,1,0,133,0,0,0,1,0
10129000,6,combined,1,0,123,0,0,0,1,0
10131000,6,combined,1,0,133,0,0,0,1,0
10133000,6,combined,1,0,132,0,0,0,1,0
10135000,6,combined,1,1,131,0,0,0,1,0
10137000,6,combined,1,0,136,0,0,0,1,0
10139000,6,combined,1,0,133,0,0,0,1,0
10141000,6,combined,1,1,118,0,0,0,1,0
10143000,6,combined,1,1,119,0,0,0,1,0
10145000,6,combined,1,0,120,0,0,0,1,0
10147000,6,combined,1,0,127,0,0,0,1,0
10149000,6,combined,1,0,122,0,0,0,1,0
10151000,6,combined,1,0,121,0,0,0,1,0
10153000,6,combined,1,1,120,0,0,0,1,0
10155000,6,combined,1,0,132,0,0,0,1,0
10157000,6,combined,1,0,133,0,0,0,1,0
10159000,6,combined,1,1,133,0,0,0,1,0
10161000,6,combined,1,0,135,0,0,0,1,0
10163000,6,combined,1,1,117,0,0,0,1,0
10165000,6,combined,1,0,117,0,0,0,1,0
10167000,6,combined,1,1,128,0,0,0,1,0
10169000,6,combined,1,0,120,0,0,0,1,0
10171000,6,combined,1,1,130,0,0,0,1,0
10173000,6,combined,1,0,131,0,0,0,1,0
10175000,6,combined,1,0,124,0,0,0,1,0
10177000,6,combined,1,1,119,0,0,0,1,0
10179000,6,combined,1,1,126,0,0,0,1,0
10181000,6,combined,1,1,123,0,0,0,1,0
10183000,6,combined,1,0,137,0,0,0,1,0
10185000,6,combined,1,0,117,0,0,0,1,0
10187000,6,combined,1,0,126,0,0,0,1,0
10189000,6,combined,1,0,130,0,0,0,1,0
10191000,6,combined,1,0,129,0,0,0,1,0
10193000,6,combined,1,1,122,0,0,0,1,0
10195000,6,combined,1,1,123,0,0,0,1,0
10197000,6,combined,1,0,117,0,0,0,1,0
10199000,6,combined,1,0,132,0,0,0,1,0
10201000,6,combined,1,0,127,0,0,0,1,0
10203000,6,combined,1,1,118,0,0,0,1,0
10205000,6,combined,1,1,120,0,0,0,1,0
10207000,6,combined,1,0,125,0,0,0,1,0
10209000,6,combined,1,1,130,0,0,0,1,0
10211000,6,combined,1,1,137,0,0,0,1,0
10213000,6,combined,1,1,117,0,0,0,1,0
10215000,6,combined,1,1,131,0,0,0,1,0
10217000,6,combined,1,0,129,0,0,0,1,0
10219000,6,combined,1,1,132,0,0,0,1,0
10221000,6,combined,1,0,132,0,0,0,1,0
10223000,6,combined,1,1,127,0,0,0,1,0
10225000,6,combined,1,0,117,0,0,0,1,0
10227000,6,combined,1,0,129,0,0,0,1,0
10229000,6,combined,1,0,118,0,0,0,1,0
10231000,6,combined,1,0,124,0,0,0,1,0
10233000,6,combined,1,1,121,0,0,0,1,0
10235000,6,combined,1,1,121,0,0,0,1,0
10237000,6,combined,1,1,120,0,0,0,1,0
10239000,6,combined,1,1,129,0,0,0,1,0
10241000,6,combined,1,1,134,0,0,0,1,0
10243000,6,combined,1,1,120,0,0,0,1,0
10245000,6,combined,1,1,137,0,0,0,1,0
10247000,6,combined,1,1,131,0,0,0,1,0
10249000,6,combined,1,1,129,0,0,0,1,0
10251000,6,combined,1,1,133,0,0,0,1,0
10253000,6,combined,1,0,126,0,0,0,1,0
10255000,6,combined,1,1,120,0,0,0,1,0
10257000,6,combined,1,1,135,0,0,0,1,0
10259000,6,combined,1,1,120,0,0,0,1,0
10261000,6,combined,1,0,131,0,0,0,1,0
10263000,6,combined,1,0,126,0,0,0,1,0
10265000,6,combined,1,1,124,0,0,0,1,0
10267000,6,combined,1,0,134,0,0,0,1,0
10269000,6,combined,1,1,118,0,0,0,1,0
10271000,6,combined,1,0,132,0,0,0,1,0
10273000,6,combined,1,1,124,0,0,0,1,0
10275000,6,combined,1,0,134,0,0,0,1,0
10277000,6,combined,1,1,130,0,0,0,1,0
10279000,6,combined,1,0,135,0,0,0,1,0
10281000,6,combined,1,0,126,0,0,0,1,0
10283000,6,combined,1,1,129,0,0,0,1,0
10285000,6,combined,1,0,134,0,0,0,1,0
10287000,6,combined,1,1,120,0,0,0,1,0
10289000,6,combined,1,1,132,0,0,0,1,0
10291000,6,combined,1,0,117,0,0,0,1,0
10293000,6,combined,1,0,134,0,0,0,1,0
10295000,6,combined,1,1,133,0,0,0,1,0
10297000,6,combined,1,0,136,0,0,0,1,0
10299000,6,combined,1,0,134,0,0,0,1,0
10301000,6,combined,1,1,125,0,0,0,1,0
10303000,6,combined,1,1,129,0,0,0,1,0
10305000,6,combined,1,0,123,0,0,0,1,0
10307000,6,combined,1,1,137,0,0,0,1,0
10309000,6,combined,1,1,125,0,0,0,1,0
10311000,6,combined,1,0,126,0,0,0,1,0
10313000,6,combined,1,1,133,0,0,0,1,0
10315000,6,combined,1,1,137,0,0,0,1,0
10317000,6,combined,1,1,117,0,0,0,1,0
10319000,6,combined,1,1,120,0,0,0,1,0
10321000,6,combined,1,1,136,0,0,0,1,0
10323000,6,combined,1,1,134,0,0,0,1,0
10325000,6,combined,1,1,129,0,0,0,1,0
10327000,6,combined,1,1,119,0,0,0,1,0
10329000,6,combined,1,0,132,0,0,0,1,0
10331000,6,combined,1,0,117,0,0,0,1,0
10333000,6,combined,1,1,123,0,0,0,1,0
10335000,6,combined,1,1,125,0,0,0,1,0
10337000,6,combined,1,1,121,0,0,0,1,0
10339000,6,combined,1,1,118,0,0,0,1,0
10341000,6,combined,1,1,130,0,0,0,1,0
10343000,6,combined,1,0,134,0,0,0,1,0
10345000,6,combined,1,1,125,0,0,0,1,0
10347000,6,combined,1,1,125,0,0,0,1,0
10349000,6,combined,1,1,132,0,0,0,1,0
10351000,6,combined,1,0,128,0,0,0,1,0
10353000,6,combined,1,1,129,0,0,0,1,0
10355000,6,combined,1,0,135,0,0,0,1,0
10357000,6,combined,1,1,135,0,0,0,1,0
10359000,6,combined,1,1,121,0,0,0,1,0
10361000,6,combined,1,0,124,0,0,0,1,0
10363000,6,combined,1,1,117,0,0,0,1,0
10365000,6,combined,1,1,133,0,0,0,1,0
10367000,6,combined,1,1,128,0,0,0,1,0
10369000,6,combined,1,1,123,0,0,0,1,0
10371000,6,combined,1,1,135,0,0,0,1,0
10373000,6,combined,1,1,123,0,0,0,1,0
10375000,6,combined,1,1,135,0,0,0,1,0
10377000,6,combined,1,0,130,0,0,0,1,0
10379000,6,combined,1,1,130,0,0,0,1,0
10381000,6,combined,1,1,127,0,0,0,1,0
10383000,6,combined,1,1,121,0,0,0,1,0
10385000,6,combined,1,0,126,0,0,0,1,0
10387000,6,combined,1,1,135,0,0,0,1,0
10389000,6,combined,1,1,117,0,0,0,1,0
10391000,6,combined,1,0,135,0,0,0,1,0
10393000,6,combined,1,0,119,0,0,0,1,0
10395000,6,combined,1,0,127,0,0,0,1,0
10397000,6,combined,1,1,129,0,0,0,1,0
10399000,6,combined,1,0,133,0,0,0,1,0
10401000,6,combined,1,1,122,0,0,0,1,0
10403000,6,combined,1,1,119,0,0,0,1,0
10405000,6,combined,1,0,136,0,0,0,1,0
10407000,6,combined,1,1,133,0,0,0,1,0
10409000,6,combined,1,0,131,0,0,0,1,0
10411000,6,combined,1,0,136,0,0,0,1,0
10413000,6,combined,1,0,119,0,0,0,1,0
10415000,6,combined,1,1,120,0,0,0,1,0
10417000,6,combined,1,1,117,0,0,0,1,0
10419000,6,combined,1,0,129,0,0,0,1,0
10421000,6,combined,1,0,117,0,0,0,1,0
10423000,6,combined,1,1,135,0,0,0,1,0
10425000,6,combined,1,0,126,0,0,0,1,0
10427000,6,combined,1,1,132,0,0,0,1,0
10429000,6,combined,1,1,129,0,0,0,1,0
10431000,6,combined,1,0,126,0,0,0,1,0
10433000,6,combined,1,0,119,0,0,0,1,0
10435000,6,combined,1,0,127,0,0,0,1,0
10437000,6,combined,1,0,132,0,0,0,1,0
10439000,6,combined,1,0,134,0,0,0,1,0
10441000,6,combined,1,0,117,0,0,0,1,0
10443000,6,combined,1,1,117,0,0,0,1,0
10445000,6,combined,1,1,124,0,0,0,1,0
10447000,6,combined,1,0,129,0,0,0,1,0
10449000,6,combined,1,0,123,0,0,0,1,0
10451000,6,combined,1,0,133,0,0,0,1,0
10453000,6,combined,1,0,133,0,0,0,1,0
10455000,6,combined,1,1,136,0,0,0,1,0
10457000,6,combined,1,1,124,0,0,0,1,0
10459000,6,combined,1,1,121,0,0,0,1,0
10461000,6,combined,1,1,126,0,0,0,1,0
10463000,6,combined,1,0,132,0,0,0,1,0
10465000,6,combined,1,1,129,0,0,0,1,0
10467000,6,combined,1,1,127,0,0,0,1,0
10469000,6,combined,1,0,129,0,0,0,1,0
10471000,6,combined,1,1,121,0,0,0,1,0
10473000,6,combined,1,1,130,0,0,0,1,0
10475000,6,combined,1,0,117,0,0,0,1,0
10477000,6,combined,1,1,129,0,0,0,1,0
10479000,6,combined,1,0,135,0,0,0,1,0
10481000,6,combined,1,0,123,0,0,0,1,0
10483000,6,combined,1,0,134,0,0,0,1,0
10485000,6,combined,1,1,134,0,0,0,1,0
10487000,6,combined,1,0,132,0,0,0,1,0
10489000,6,combined,1,1,118,0,0,0,1,0
10491000,6,combined,1,0,137,0,0,0,1,0
10493000,6,combined,1,0,129,0,0,0,1,0
10495000,6,combined,1,0,126,0,0,0,1,0
10497000,6,combined,1,0,127,0,0,0,1,0
10499000,6,combined,1,0,129,0,0,0,1,0
10501000,6,combined,1,0,127,0,0,0,1,0
10503000,6,combined,1,0,117,0,0,0,1,0
10505000,6,combined,1,1,137,0,0,0,1,0
10507000,6,combined,1,0,131,0,0,0,1,0
10509000,6,combined,1,1,119,0,0,0,1,0
10511000,6,combined,1,1,122,0,0,0,1,0
10513000,6,combined,1,0,121,0,0,0,1,0
10515000,6,combined,1,1,132,0,0,0,1,0
10517000,6,combined,1,0,127,0,0,0,1,0
10519000,6,combined,1,0,118,0,0,0,1,0
10521000,6,combined,1,0,121,0,0,0,1,0
10523000,6,combined,1,1,126,0,0,0,1,0
10525000,6,combined,1,0,131,0,0,0,1,0
10527000,6,combined,1,1,120,0,0,0,1,0
10529000,6,combined,1,0,128,0,0,0,1,0
10531000,6,combined,1,1,125,0,0,0,1,0
10533000,6,combined,1,0,119,0,0,0,1,0
10535000,6,combined,1,1,119,0,0,0,1,0
10537000,6,combined,1,1,120,0,0,0,1,0
10539000,6,combined,1,0,122,0,0,0,1,0
10541000,6,combined,1,0,130,0,0,0,1,0
10543000,6,combined,1,0,124,0,0,0,1,0
10545000,6,combined,1,1,123,0,0,0,1,0
10547000,6,combined,1,1,132,0,0,0,1,0
10549000,6,combined,1,1,119,0,0,0,1,0
10551000,6,combined,1,0,129,0,0,0,1,0
10553000,6,combined,1,1,132,0,0,0,1,0
10555000,6,combined,1,1,137,0,0,0,1,0
10557000,6,combined,1,1,120,0,0,0,1,0
10559000,6,combined,1,1,121,0,0,0,1,0
10561000,6,combined,1,0,130,0,0,0,1,0
10563000,6,combined,1,0,132,0,0,0,1,0
10565000,6,combined,1,0,135,0,0,0,1,0
10567000,6,combined,1,1,132,0,0,0,1,0
10569000,6,combined,1,1,121,0,0,0,1,0
10571000,6,combined,1,1,132,0,0,0,1,0
10573000,6,combined,1,0,120,0,0,0,1,0
10575000,6,combined,1,1,124,0,0,0,1,0
10577000,6,combined,1,1,120,0,0,0,1,0
10579000,6,combined,1,1,126,0,0,0,1,0
10581000,6,combined,1,1,135,0,0,0,1,0
10583000,6,combined,1,1,129,0,0,0,1,0
10585000,6,combined,1,1,120,0,0,0,1,0
10587000,6,combined,1,1,135,0,0,0,1,0
